Year,Month,Day,Prevailing Wind Direction (°)_ King's Park_Value,completeness
2008,4,26,110,C
2008,4,27,100,C
2008,4,28,100,C
2008,4,29,100,C
2008,4,30,100,C
2008,5,1,270,C
2008,5,2,100,C
2008,5,3,100,C
2008,5,4,100,C
2008,5,5,100,C
2008,5,6,100,C
2008,5,7,110,C
2008,5,8,280,C
2008,5,9,280,C
2008,5,10,020,C
2008,5,11,110,C
2008,5,12,100,C
2008,5,13,100,C
2008,5,14,100,C
2008,5,15,110,C
2008,5,16,100,C
2008,5,17,100,C
2008,5,18,270,C
2008,5,19,270,C
2008,5,20,090,C
2008,5,21,100,C
2008,5,22,100,C
2008,5,23,090,C
2008,5,24,270,C
2008,5,25,270,C
2008,5,26,170,C
2008,5,27,210,C
2008,5,28,220,C
2008,5,29,270,C
2008,5,30,260,C
2008,5,31,100,C
2008,6,1,100,C
2008,6,2,100,C
2008,6,3,100,C
2008,6,4,100,C
2008,6,5,270,C
2008,6,6,100,C
2008,6,7,200,C
2008,6,8,200,C
2008,6,9,180,C
2008,6,10,210,C
2008,6,11,270,C
2008,6,12,210,C
2008,6,13,190,C
2008,6,14,270,C
2008,6,15,100,C
2008,6,16,090,C
2008,6,17,200,C
2008,6,18,170,C
2008,6,19,170,C
2008,6,20,160,C
2008,6,21,270,C
2008,6,22,270,C
2008,6,23,270,C
2008,6,24,050,C
2008,6,25,230,C
2008,6,26,270,C
2008,6,27,280,C
2008,6,28,270,C
2008,6,29,090,C
2008,6,30,100,C
2008,7,1,170,C
2008,7,2,170,C
2008,7,3,180,C
2008,7,4,110,C
2008,7,5,110,C
2008,7,6,100,C
2008,7,7,100,C
2008,7,8,270,#
2008,7,9,090,C
2008,7,10,280,C
2008,7,11,270,#
2008,7,12,100,C
2008,7,13,270,C
2008,7,14,100,C
2008,7,15,100,C
2008,7,16,270,C
2008,7,17,270,C
2008,7,18,270,C
2008,7,19,270,C
2008,7,20,270,C
2008,7,21,270,C
2008,7,22,210,C
2008,7,23,210,C
2008,7,24,270,C
2008,7,25,280,C
2008,7,26,270,C
2008,7,27,270,C
2008,7,28,270,C
2008,7,29,280,C
2008,7,30,280,C
2008,7,31,170,C
2008,8,1,110,C
2008,8,2,100,C
2008,8,3,110,C
2008,8,4,110,C
2008,8,5,020,#
2008,8,6,110,C
2008,8,7,110,C
2008,8,8,100,C
2008,8,9,110,C
2008,8,10,270,C
2008,8,11,270,C
2008,8,12,170,C
2008,8,13,280,C
2008,8,14,270,C
2008,8,15,270,C
2008,8,16,270,C
2008,8,17,190,C
2008,8,18,110,C
2008,8,19,110,C
2008,8,20,270,C
2008,8,21,110,C
2008,8,22,010,C
2008,8,23,220,C
2008,8,24,100,C
2008,8,25,170,C
2008,8,26,270,C
2008,8,27,270,C
2008,8,28,270,C
2008,8,29,270,C
2008,8,30,270,C
2008,8,31,280,C
2008,9,1,270,C
2008,9,2,100,C
2008,9,3,270,C
2008,9,4,270,C
2008,9,5,100,C
2008,9,6,110,C
2008,9,7,100,C
2008,9,8,110,C
2008,9,9,110,C
2008,9,10,100,C
2008,9,11,260,C
2008,9,12,270,C
2008,9,13,020,C
2008,9,14,010,C
2008,9,15,020,C
2008,9,16,270,C
2008,9,17,270,C
2008,9,18,110,C
2008,9,19,110,C
2008,9,20,110,C
2008,9,21,270,C
2008,9,22,260,C
2008,9,23,010,C
2008,9,24,110,C
2008,9,25,110,#
2008,9,26,100,C
2008,9,27,100,C
2008,9,28,030,C
2008,9,29,030,C
2008,9,30,030,C
2008,10,1,010,C
2008,10,2,100,C
2008,10,3,090,C
2008,10,4,110,C
2008,10,5,150,C
2008,10,6,360,C
2008,10,7,020,C
2008,10,8,100,C
2008,10,9,100,C
2008,10,10,100,C
2008,10,11,100,C
2008,10,12,100,C
2008,10,13,090,C
2008,10,14,110,C
2008,10,15,100,C
2008,10,16,100,C
2008,10,17,100,C
2008,10,18,100,C
2008,10,19,100,C
2008,10,20,100,C
2008,10,21,100,C
2008,10,22,100,C
2008,10,23,270,C
2008,10,24,100,C
2008,10,25,100,C
2008,10,26,100,C
2008,10,27,100,C
2008,10,28,100,C
2008,10,29,100,C
2008,10,30,100,C
2008,10,31,100,C
2008,11,1,100,C
2008,11,2,100,C
2008,11,3,100,C
2008,11,4,100,C
2008,11,5,100,C
2008,11,6,100,C
2008,11,7,100,C
2008,11,8,020,C
2008,11,9,020,C
2008,11,10,020,C
2008,11,11,020,C
2008,11,12,030,C
2008,11,13,020,C
2008,11,14,100,C
2008,11,15,100,C
2008,11,16,110,C
2008,11,17,100,C
2008,11,18,020,C
2008,11,19,020,C
2008,11,20,030,C
2008,11,21,100,C
2008,11,22,100,C
2008,11,23,110,C
2008,11,24,020,C
2008,11,25,020,C
2008,11,26,020,C
2008,11,27,030,C
2008,11,28,010,C
2008,11,29,020,C
2008,11,30,030,C
2008,12,1,110,C
2008,12,2,100,C
2008,12,3,100,C
2008,12,4,100,C
2008,12,5,020,C
2008,12,6,010,C
2008,12,7,100,C
2008,12,8,020,C
2008,12,9,110,C
2008,12,10,110,C
2008,12,11,110,C
2008,12,12,100,C
2008,12,13,040,C
2008,12,14,020,C
2008,12,15,040,C
2008,12,16,110,C
2008,12,17,100,C
2008,12,18,090,C
2008,12,19,100,C
2008,12,20,110,C
2008,12,21,100,C
2008,12,22,010,C
2008,12,23,010,C
2008,12,24,010,C
2008,12,25,110,C
2008,12,26,100,C
2008,12,27,100,C
2008,12,28,100,C
2008,12,29,010,C
2008,12,30,010,C
2008,12,31,010,C
2009,1,1,010,C
2009,1,2,090,C
2009,1,3,100,C
2009,1,4,100,C
2009,1,5,090,C
2009,1,6,100,C
2009,1,7,010,C
2009,1,8,010,C
2009,1,9,010,C
2009,1,10,020,C
2009,1,11,100,C
2009,1,12,010,C
2009,1,13,010,C
2009,1,14,020,C
2009,1,15,070,C
2009,1,16,100,C
2009,1,17,100,C
2009,1,18,270,C
2009,1,19,100,C
2009,1,20,100,C
2009,1,21,100,C
2009,1,22,260,C
2009,1,23,020,C
2009,1,24,010,C
2009,1,25,090,C
2009,1,26,100,C
2009,1,27,030,C
2009,1,28,100,C
2009,1,29,240,C
2009,1,30,250,C
2009,1,31,090,C
2009,2,1,100,C
2009,2,2,110,C
2009,2,3,110,C
2009,2,4,100,C
2009,2,5,100,C
2009,2,6,100,C
2009,2,7,100,C
2009,2,8,100,C
2009,2,9,110,C
2009,2,10,110,C
2009,2,11,100,C
2009,2,12,100,C
2009,2,13,210,C
2009,2,14,160,C
2009,2,15,100,C
2009,2,16,100,C
2009,2,17,100,C
2009,2,18,100,C
2009,2,19,100,C
2009,2,20,010,C
2009,2,21,100,C
2009,2,22,100,C
2009,2,23,100,C
2009,2,24,110,C
2009,2,25,110,C
2009,2,26,100,C
2009,2,27,100,C
2009,2,28,100,C
2009,3,1,100,C
2009,3,2,100,C
2009,3,3,100,C
2009,3,4,100,C
2009,3,5,100,C
2009,3,6,020,C
2009,3,7,010,C
2009,3,8,100,C
2009,3,9,010,C
2009,3,10,100,C
2009,3,11,100,C
2009,3,12,100,C
2009,3,13,110,C
2009,3,14,020,C
2009,3,15,110,C
2009,3,16,110,C
2009,3,17,100,C
2009,3,18,100,C
2009,3,19,270,C
2009,3,20,270,C
2009,3,21,110,C
2009,3,22,270,C
2009,3,23,110,C
2009,3,24,100,C
2009,3,25,100,C
2009,3,26,100,C
2009,3,27,110,C
2009,3,28,110,C
2009,3,29,100,C
2009,3,30,100,C
2009,3,31,100,C
2009,4,1,100,C
2009,4,2,100,C
2009,4,3,100,C
2009,4,4,100,C
2009,4,5,270,C
2009,4,6,100,C
2009,4,7,100,C
2009,4,8,110,C
2009,4,9,100,C
2009,4,10,100,C
2009,4,11,100,C
2009,4,12,110,C
2009,4,13,270,C
2009,4,14,100,#
2009,4,15,100,#
2009,4,16,100,#
2009,4,17,100,#
2009,4,18,***,
2009,4,19,***,
2009,4,20,270,#
2009,4,21,100,C
2009,4,22,110,C
2009,4,23,110,C
2009,4,24,110,C
2009,4,25,110,C
2009,4,26,110,C
2009,4,27,100,C
2009,4,28,100,C
2009,4,29,110,C
2009,4,30,110,C
2009,5,1,110,C
2009,5,2,120,C
2009,5,3,120,C
2009,5,4,110,C
2009,5,5,110,C
2009,5,6,110,C
2009,5,7,110,C
2009,5,8,110,C
2009,5,9,110,C
2009,5,10,120,C
2009,5,11,120,C
2009,5,12,110,C
2009,5,13,280,C
2009,5,14,110,C
2009,5,15,110,C
2009,5,16,110,C
2009,5,17,280,C
2009,5,18,280,C
2009,5,19,180,C
2009,5,20,170,C
2009,5,21,110,C
2009,5,22,100,C
2009,5,23,100,C
2009,5,24,110,C
2009,5,25,110,C
2009,5,26,100,C
2009,5,27,110,C
2009,5,28,100,C
2009,5,29,100,C
2009,5,30,270,C
2009,5,31,270,C
2009,6,1,270,C
2009,6,2,170,C
2009,6,3,210,C
2009,6,4,260,C
2009,6,5,270,C
2009,6,6,280,C
2009,6,7,110,C
2009,6,8,110,C
2009,6,9,140,C
2009,6,10,100,C
2009,6,11,280,C
2009,6,12,280,C
2009,6,13,280,C
2009,6,14,270,C
2009,6,15,110,C
2009,6,16,110,C
2009,6,17,110,C
2009,6,18,270,C
2009,6,19,110,C
2009,6,20,270,C
2009,6,21,280,C
2009,6,22,270,C
2009,6,23,210,C
2009,6,24,280,C
2009,6,25,110,C
2009,6,26,100,C
2009,6,27,270,C
2009,6,28,280,C
2009,6,29,190,C
2009,6,30,210,C
2009,7,1,210,C
2009,7,2,260,C
2009,7,3,220,C
2009,7,4,210,C
2009,7,5,100,C
2009,7,6,110,C
2009,7,7,280,C
2009,7,8,280,C
2009,7,9,280,C
2009,7,10,270,C
2009,7,11,100,C
2009,7,12,110,C
2009,7,13,280,#
2009,7,14,280,#
2009,7,15,110,C
2009,7,16,110,C
2009,7,17,280,C
2009,7,18,270,C
2009,7,19,110,C
2009,7,20,110,C
2009,7,21,110,C
2009,7,22,110,C
2009,7,23,280,C
2009,7,24,280,C
2009,7,25,210,C
2009,7,26,170,C
2009,7,27,140,C
2009,7,28,150,C
2009,7,29,110,C
2009,7,30,110,C
2009,7,31,110,C
2009,8,1,270,C
2009,8,2,270,C
2009,8,3,100,C
2009,8,4,110,C
2009,8,5,140,C
2009,8,6,160,C
2009,8,7,270,C
2009,8,8,270,C
2009,8,9,270,C
2009,8,10,280,C
2009,8,11,110,C
2009,8,12,280,C
2009,8,13,270,C
2009,8,14,280,C
2009,8,15,280,C
2009,8,16,280,C
2009,8,17,110,C
2009,8,18,110,C
2009,8,19,120,C
2009,8,20,280,C
2009,8,21,280,C
2009,8,22,280,C
2009,8,23,280,C
2009,8,24,110,C
2009,8,25,110,C
2009,8,26,110,C
2009,8,27,280,#
2009,8,28,280,#
2009,8,29,280,C
2009,8,30,110,C
2009,8,31,100,C
2009,9,1,110,C
2009,9,2,110,C
2009,9,3,110,C
2009,9,4,110,C
2009,9,5,110,C
2009,9,6,110,C
2009,9,7,110,C
2009,9,8,110,C
2009,9,9,110,C
2009,9,10,100,C
2009,9,11,100,C
2009,9,12,100,C
2009,9,13,270,C
2009,9,14,050,C
2009,9,15,160,#
2009,9,16,110,#
2009,9,17,280,C
2009,9,18,270,C
2009,9,19,270,C
2009,9,20,110,C
2009,9,21,110,C
2009,9,22,020,C
2009,9,23,100,C
2009,9,24,110,C
2009,9,25,110,C
2009,9,26,110,#
2009,9,27,040,#
2009,9,28,050,#
2009,9,29,070,C
2009,9,30,090,C
2009,10,1,020,C
2009,10,2,110,C
2009,10,3,120,C
2009,10,4,010,C
2009,10,5,020,C
2009,10,6,020,C
2009,10,7,160,C
2009,10,8,110,C
2009,10,9,100,C
2009,10,10,100,C
2009,10,11,110,C
2009,10,12,100,C
2009,10,13,110,C
2009,10,14,110,C
2009,10,15,110,C
2009,10,16,110,C
2009,10,17,110,C
2009,10,18,100,C
2009,10,19,110,C
2009,10,20,100,C
2009,10,21,100,C
2009,10,22,270,C
2009,10,23,280,C
2009,10,24,270,C
2009,10,25,110,C
2009,10,26,110,C
2009,10,27,110,C
2009,10,28,110,C
2009,10,29,110,C
2009,10,30,100,C
2009,10,31,100,C
2009,11,1,110,C
2009,11,2,030,C
2009,11,3,030,C
2009,11,4,040,C
2009,11,5,020,C
2009,11,6,110,C
2009,11,7,110,C
2009,11,8,110,C
2009,11,9,120,C
2009,11,10,280,C
2009,11,11,120,C
2009,11,12,170,C
2009,11,13,020,C
2009,11,14,030,C
2009,11,15,110,C
2009,11,16,010,C
2009,11,17,020,C
2009,11,18,020,C
2009,11,19,010,C
2009,11,20,020,C
2009,11,21,020,C
2009,11,22,030,C
2009,11,23,110,C
2009,11,24,270,C
2009,11,25,110,C
2009,11,26,110,C
2009,11,27,110,C
2009,11,28,110,C
2009,11,29,100,C
2009,11,30,030,C
2009,12,1,110,C
2009,12,2,100,C
2009,12,3,030,C
2009,12,4,110,C
2009,12,5,100,C
2009,12,6,110,C
2009,12,7,100,C
2009,12,8,110,C
2009,12,9,110,C
2009,12,10,280,C
2009,12,11,110,C
2009,12,12,110,C
2009,12,13,110,C
2009,12,14,110,C
2009,12,15,110,C
2009,12,16,020,C
2009,12,17,020,C
2009,12,18,020,C
2009,12,19,030,C
2009,12,20,040,C
2009,12,21,030,C
2009,12,22,110,C
2009,12,23,120,C
2009,12,24,120,C
2009,12,25,280,C
2009,12,26,110,C
2009,12,27,110,C
2009,12,28,100,C
2009,12,29,110,C
2009,12,30,110,C
2009,12,31,110,C
2010,1,1,110,C
2010,1,2,110,C
2010,1,3,110,C
2010,1,4,110,C
2010,1,5,110,C
2010,1,6,110,C
2010,1,7,030,C
2010,1,8,020,C
2010,1,9,110,C
2010,1,10,110,C
2010,1,11,020,C
2010,1,12,020,C
2010,1,13,040,C
2010,1,14,110,C
2010,1,15,110,C
2010,1,16,110,C
2010,1,17,110,C
2010,1,18,110,C
2010,1,19,110,C
2010,1,20,120,C
2010,1,21,120,C
2010,1,22,110,C
2010,1,23,110,C
2010,1,24,110,C
2010,1,25,020,C
2010,1,26,110,C
2010,1,27,110,C
2010,1,28,120,C
2010,1,29,110,C
2010,1,30,110,C
2010,1,31,110,C
2010,2,1,280,C
2010,2,2,110,C
2010,2,3,110,C
2010,2,4,110,C
2010,2,5,110,C
2010,2,6,120,C
2010,2,7,110,C
2010,2,8,130,C
2010,2,9,100,C
2010,2,10,200,C
2010,2,11,220,C
2010,2,12,020,C
2010,2,13,100,C
2010,2,14,110,C
2010,2,15,020,C
2010,2,16,020,C
2010,2,17,020,C
2010,2,18,020,C
2010,2,19,020,C
2010,2,20,120,C
2010,2,21,110,C
2010,2,22,120,C
2010,2,23,120,C
2010,2,24,170,C
2010,2,25,210,C
2010,2,26,280,C
2010,2,27,280,C
2010,2,28,110,C
2010,3,1,110,C
2010,3,2,190,C
2010,3,3,100,C
2010,3,4,110,C
2010,3,5,200,C
2010,3,6,190,C
2010,3,7,110,C
2010,3,8,110,C
2010,3,9,020,C
2010,3,10,030,C
2010,3,11,110,C
2010,3,12,120,C
2010,3,13,120,C
2010,3,14,120,C
2010,3,15,100,C
2010,3,16,110,C
2010,3,17,110,C
2010,3,18,280,C
2010,3,19,110,C
2010,3,20,280,C
2010,3,21,110,C
2010,3,22,120,C
2010,3,23,110,C
2010,3,24,110,C
2010,3,25,020,C
2010,3,26,110,C
2010,3,27,100,C
2010,3,28,120,C
2010,3,29,110,C
2010,3,30,110,C
2010,3,31,110,C
2010,4,1,110,C
2010,4,2,110,C
2010,4,3,110,C
2010,4,4,110,C
2010,4,5,120,C
2010,4,6,110,C
2010,4,7,110,C
2010,4,8,110,C
2010,4,9,120,C
2010,4,10,120,C
2010,4,11,190,C
2010,4,12,210,C
2010,4,13,110,C
2010,4,14,110,C
2010,4,15,030,C
2010,4,16,110,C
2010,4,17,110,C
2010,4,18,120,C
2010,4,19,120,C
2010,4,20,110,C
2010,4,21,180,C
2010,4,22,210,C
2010,4,23,020,C
2010,4,24,110,C
2010,4,25,110,C
2010,4,26,110,C
2010,4,27,120,C
2010,4,28,280,C
2010,4,29,100,C
2010,4,30,110,C
2010,5,1,110,C
2010,5,2,280,C
2010,5,3,110,C
2010,5,4,110,C
2010,5,5,110,C
2010,5,6,210,C
2010,5,7,100,#
2010,5,8,100,C
2010,5,9,090,C
2010,5,10,270,C
2010,5,11,100,C
2010,5,12,100,C
2010,5,13,100,C
2010,5,14,110,C
2010,5,15,110,C
2010,5,16,110,C
2010,5,17,110,C
2010,5,18,210,C
2010,5,19,200,C
2010,5,20,100,C
2010,5,21,180,C
2010,5,22,220,C
2010,5,23,260,C
2010,5,24,130,C
2010,5,25,110,C
2010,5,26,100,C
2010,5,27,110,C
2010,5,28,110,C
2010,5,29,280,C
2010,5,30,270,C
2010,5,31,100,C
2010,6,1,100,C
2010,6,2,100,C
2010,6,3,020,C
2010,6,4,280,C
2010,6,5,110,C
2010,6,6,110,C
2010,6,7,110,C
2010,6,8,120,C
2010,6,9,110,C
2010,6,10,110,C
2010,6,11,280,C
2010,6,12,270,C
2010,6,13,270,C
2010,6,14,240,C
2010,6,15,230,C
2010,6,16,220,C
2010,6,17,220,C
2010,6,18,210,C
2010,6,19,210,C
2010,6,20,270,C
2010,6,21,280,C
2010,6,22,210,C
2010,6,23,280,C
2010,6,24,260,C
2010,6,25,240,C
2010,6,26,280,C
2010,6,27,100,C
2010,6,28,110,C
2010,6,29,100,C
2010,6,30,270,C
2010,7,1,270,C
2010,7,2,280,C
2010,7,3,270,C
2010,7,4,260,C
2010,7,5,270,C
2010,7,6,270,C
2010,7,7,270,C
2010,7,8,210,C
2010,7,9,210,C
2010,7,10,280,C
2010,7,11,280,C
2010,7,12,160,C
2010,7,13,110,C
2010,7,14,100,C
2010,7,15,100,C
2010,7,16,110,C
2010,7,17,110,C
2010,7,18,100,C
2010,7,19,270,C
2010,7,20,120,C
2010,7,21,100,C
2010,7,22,110,C
2010,7,23,110,C
2010,7,24,110,C
2010,7,25,100,C
2010,7,26,100,C
2010,7,27,270,C
2010,7,28,280,C
2010,7,29,270,C
2010,7,30,270,C
2010,7,31,270,C
2010,8,1,100,C
2010,8,2,270,C
2010,8,3,270,C
2010,8,4,270,C
2010,8,5,110,C
2010,8,6,100,C
2010,8,7,100,C
2010,8,8,100,C
2010,8,9,110,C
2010,8,10,160,C
2010,8,11,100,C
2010,8,12,270,C
2010,8,13,270,C
2010,8,14,270,C
2010,8,15,270,C
2010,8,16,270,C
2010,8,17,100,C
2010,8,18,100,C
2010,8,19,090,C
2010,8,20,100,C
2010,8,21,100,C
2010,8,22,100,C
2010,8,23,100,C
2010,8,24,100,C
2010,8,25,270,C
2010,8,26,270,#
2010,8,27,260,C
2010,8,28,260,C
2010,8,29,020,C
2010,8,30,360,C
2010,8,31,260,C
2010,9,1,270,C
2010,9,2,270,C
2010,9,3,270,C
2010,9,4,090,C
2010,9,5,110,C
2010,9,6,270,C
2010,9,7,270,C
2010,9,8,270,C
2010,9,9,270,C
2010,9,10,270,C
2010,9,11,270,C
2010,9,12,270,C
2010,9,13,100,C
2010,9,14,100,C
2010,9,15,100,C
2010,9,16,270,C
2010,9,17,270,C
2010,9,18,270,C
2010,9,19,270,C
2010,9,20,270,C
2010,9,21,110,C
2010,9,22,100,C
2010,9,23,110,C
2010,9,24,100,C
2010,9,25,100,C
2010,9,26,100,C
2010,9,27,110,C
2010,9,28,110,C
2010,9,29,100,C
2010,9,30,100,C
2010,10,1,100,C
2010,10,2,100,C
2010,10,3,020,C
2010,10,4,020,C
2010,10,5,030,#
2010,10,6,100,C
2010,10,7,100,C
2010,10,8,100,C
2010,10,9,100,C
2010,10,10,110,C
2010,10,11,110,C
2010,10,12,110,C
2010,10,13,100,C
2010,10,14,100,C
2010,10,15,020,C
2010,10,16,030,C
2010,10,17,100,C
2010,10,18,100,C
2010,10,19,020,C
2010,10,20,020,C
2010,10,21,010,C
2010,10,22,310,C
2010,10,23,270,C
2010,10,24,020,C
2010,10,25,020,C
2010,10,26,020,C
2010,10,27,020,C
2010,10,28,020,C
2010,10,29,020,C
2010,10,30,030,C
2010,10,31,020,C
2010,11,1,100,C
2010,11,2,090,C
2010,11,3,010,C
2010,11,4,010,C
2010,11,5,030,C
2010,11,6,020,C
2010,11,7,110,C
2010,11,8,020,C
2010,11,9,020,C
2010,11,10,100,C
2010,11,11,100,C
2010,11,12,100,C
2010,11,13,100,C
2010,11,14,100,C
2010,11,15,100,C
2010,11,16,020,C
2010,11,17,020,C
2010,11,18,100,C
2010,11,19,030,#
2010,11,20,100,C
2010,11,21,100,C
2010,11,22,030,C
2010,11,23,100,C
2010,11,24,100,C
2010,11,25,020,C
2010,11,26,100,C
2010,11,27,100,C
2010,11,28,100,C
2010,11,29,110,C
2010,11,30,030,C
2010,12,1,110,C
2010,12,2,030,C
2010,12,3,100,C
2010,12,4,100,C
2010,12,5,100,#
2010,12,6,020,C
2010,12,7,030,C
2010,12,8,020,C
2010,12,9,100,C
2010,12,10,100,C
2010,12,11,100,C
2010,12,12,100,C
2010,12,13,110,C
2010,12,14,100,C
2010,12,15,100,C
2010,12,16,020,C
2010,12,17,010,C
2010,12,18,100,C
2010,12,19,110,C
2010,12,20,110,C
2010,12,21,110,C
2010,12,22,100,C
2010,12,23,110,C
2010,12,24,100,C
2010,12,25,090,C
2010,12,26,020,C
2010,12,27,110,C
2010,12,28,120,C
2010,12,29,110,C
2010,12,30,030,C
2010,12,31,030,C
2011,1,1,100,C
2011,1,2,090,C
2011,1,3,020,C
2011,1,4,100,C
2011,1,5,100,C
2011,1,6,010,C
2011,1,7,010,C
2011,1,8,020,C
2011,1,9,020,C
2011,1,10,020,C
2011,1,11,020,C
2011,1,12,020,C
2011,1,13,110,C
2011,1,14,120,C
2011,1,15,030,C
2011,1,16,020,C
2011,1,17,100,C
2011,1,18,100,C
2011,1,19,110,C
2011,1,20,020,C
2011,1,21,020,C
2011,1,22,100,C
2011,1,23,020,C
2011,1,24,030,C
2011,1,25,100,C
2011,1,26,110,C
2011,1,27,100,C
2011,1,28,020,C
2011,1,29,020,C
2011,1,30,020,C
2011,1,31,020,C
2011,2,1,100,C
2011,2,2,110,C
2011,2,3,110,C
2011,2,4,110,C
2011,2,5,110,C
2011,2,6,110,C
2011,2,7,120,C
2011,2,8,110,C
2011,2,9,100,C
2011,2,10,110,C
2011,2,11,110,C
2011,2,12,100,C
2011,2,13,100,C
2011,2,14,020,C
2011,2,15,090,C
2011,2,16,110,C
2011,2,17,120,C
2011,2,18,110,C
2011,2,19,100,C
2011,2,20,030,C
2011,2,21,110,C
2011,2,22,100,C
2011,2,23,120,C
2011,2,24,110,C
2011,2,25,110,C
2011,2,26,100,C
2011,2,27,120,C
2011,2,28,110,C
2011,3,1,110,C
2011,3,2,100,#
2011,3,3,110,C
2011,3,4,100,C
2011,3,5,110,C
2011,3,6,110,C
2011,3,7,020,C
2011,3,8,100,C
2011,3,9,090,C
2011,3,10,100,C
2011,3,11,100,C
2011,3,12,110,C
2011,3,13,110,C
2011,3,14,270,C
2011,3,15,020,C
2011,3,16,020,C
2011,3,17,090,C
2011,3,18,090,#
2011,3,19,110,#
2011,3,20,***,
2011,3,21,110,#
2011,3,22,020,#
2011,3,23,010,C
2011,3,24,020,C
2011,3,25,020,C
2011,3,26,090,#
2011,3,27,010,#
2011,3,28,010,C
2011,3,29,110,#
2011,3,30,090,#
2011,3,31,110,#
2011,4,1,110,C
2011,4,2,110,C
2011,4,3,270,C
2011,4,4,100,C
2011,4,5,100,C
2011,4,6,100,C
2011,4,7,110,C
2011,4,8,100,#
2011,4,9,100,C
2011,4,10,100,C
2011,4,11,270,C
2011,4,12,100,C
2011,4,13,110,C
2011,4,14,100,C
2011,4,15,270,C
2011,4,16,270,C
2011,4,17,270,C
2011,4,18,110,C
2011,4,19,100,C
2011,4,20,100,C
2011,4,21,100,C
2011,4,22,280,C
2011,4,23,020,C
2011,4,24,110,C
2011,4,25,270,C
2011,4,26,270,C
2011,4,27,270,C
2011,4,28,100,C
2011,4,29,100,C
2011,4,30,100,C
2011,5,1,270,C
2011,5,2,160,C
2011,5,3,270,C
2011,5,4,260,C
2011,5,5,100,C
2011,5,6,160,C
2011,5,7,160,C
2011,5,8,100,C
2011,5,9,100,C
2011,5,10,200,C
2011,5,11,270,C
2011,5,12,270,C
2011,5,13,110,C
2011,5,14,100,C
2011,5,15,100,C
2011,5,16,100,C
2011,5,17,100,C
2011,5,18,100,C
2011,5,19,100,C
2011,5,20,110,C
2011,5,21,100,C
2011,5,22,090,C
2011,5,23,260,C
2011,5,24,020,C
2011,5,25,020,C
2011,5,26,270,C
2011,5,27,270,C
2011,5,28,260,C
2011,5,29,100,C
2011,5,30,100,C
2011,5,31,110,C
2011,6,1,270,C
2011,6,2,160,C
2011,6,3,170,#
2011,6,4,170,C
2011,6,5,210,C
2011,6,6,210,C
2011,6,7,270,C
2011,6,8,210,C
2011,6,9,180,C
2011,6,10,110,C
2011,6,11,280,C
2011,6,12,270,C
2011,6,13,180,C
2011,6,14,210,C
2011,6,15,200,C
2011,6,16,100,C
2011,6,17,110,C
2011,6,18,110,C
2011,6,19,110,C
2011,6,20,110,C
2011,6,21,060,C
2011,6,22,100,C
2011,6,23,110,C
2011,6,24,110,C
2011,6,25,270,C
2011,6,26,270,C
2011,6,27,270,C
2011,6,28,280,C
2011,6,29,170,C
2011,6,30,140,C
2011,7,1,160,C
2011,7,2,160,C
2011,7,3,280,C
2011,7,4,280,C
2011,7,5,280,C
2011,7,6,270,C
2011,7,7,280,C
2011,7,8,280,C
2011,7,9,270,C
2011,7,10,270,C
2011,7,11,270,C
2011,7,12,110,C
2011,7,13,100,C
2011,7,14,100,C
2011,7,15,280,C
2011,7,16,270,C
2011,7,17,270,C
2011,7,18,270,C
2011,7,19,280,C
2011,7,20,280,C
2011,7,21,280,C
2011,7,22,170,C
2011,7,23,280,C
2011,7,24,270,C
2011,7,25,280,C
2011,7,26,110,C
2011,7,27,110,C
2011,7,28,090,C
2011,7,29,100,C
2011,7,30,110,C
2011,7,31,110,C
2011,8,1,270,C
2011,8,2,280,C
2011,8,3,280,C
2011,8,4,270,C
2011,8,5,270,C
2011,8,6,280,C
2011,8,7,270,C
2011,8,8,280,C
2011,8,9,280,C
2011,8,10,110,C
2011,8,11,160,C
2011,8,12,140,C
2011,8,13,270,C
2011,8,14,270,C
2011,8,15,270,C
2011,8,16,270,C
2011,8,17,140,C
2011,8,18,110,C
2011,8,19,100,C
2011,8,20,100,C
2011,8,21,100,C
2011,8,22,270,C
2011,8,23,270,C
2011,8,24,270,C
2011,8,25,270,C
2011,8,26,260,C
2011,8,27,270,C
2011,8,28,260,C
2011,8,29,270,C
2011,8,30,270,C
2011,8,31,270,C
2011,9,1,260,C
2011,9,2,270,C
2011,9,3,110,C
2011,9,4,100,C
2011,9,5,260,C
2011,9,6,110,C
2011,9,7,110,C
2011,9,8,100,C
2011,9,9,100,C
2011,9,10,100,C
2011,9,11,100,C
2011,9,12,100,C
2011,9,13,100,C
2011,9,14,110,C
2011,9,15,100,C
2011,9,16,100,C
2011,9,17,100,C
2011,9,18,100,C
2011,9,19,100,C
2011,9,20,020,C
2011,9,21,030,C
2011,9,22,020,C
2011,9,23,050,C
2011,9,24,030,C
2011,9,25,070,C
2011,9,26,100,C
2011,9,27,110,C
2011,9,28,020,C
2011,9,29,110,C
2011,9,30,110,C
2011,10,1,100,C
2011,10,2,030,C
2011,10,3,020,C
2011,10,4,100,C
2011,10,5,030,#
2011,10,6,100,C
2011,10,7,100,C
2011,10,8,100,C
2011,10,9,100,C
2011,10,10,070,#
2011,10,11,090,C
2011,10,12,110,C
2011,10,13,110,C
2011,10,14,050,C
2011,10,15,020,C
2011,10,16,100,C
