Year,Month,Day,Daily Mean Amount of Cloud (%) at the Hong Kong Observatory_Value,completeness
1989,5,24,87,C
1989,5,25,84,C
1989,5,26,88,C
1989,5,27,92,C
1989,5,28,87,C
1989,5,29,75,C
1989,5,30,93,C
1989,5,31,98,C
1989,6,1,100,C
1989,6,2,96,C
1989,6,3,94,C
1989,6,4,64,C
1989,6,5,86,C
1989,6,6,87,C
1989,6,7,44,C
1989,6,8,57,C
1989,6,9,83,C
1989,6,10,87,C
1989,6,11,87,C
1989,6,12,79,C
1989,6,13,69,C
1989,6,14,69,C
1989,6,15,59,C
1989,6,16,57,C
1989,6,17,64,C
1989,6,18,73,C
1989,6,19,78,C
1989,6,20,82,C
1989,6,21,86,C
1989,6,22,89,C
1989,6,23,93,C
1989,6,24,76,C
1989,6,25,85,C
1989,6,26,88,C
1989,6,27,69,C
1989,6,28,58,C
1989,6,29,68,C
1989,6,30,83,C
1989,7,1,68,C
1989,7,2,68,C
1989,7,3,56,C
1989,7,4,68,C
1989,7,5,31,C
1989,7,6,31,C
1989,7,7,27,C
1989,7,8,47,C
1989,7,9,45,C
1989,7,10,84,C
1989,7,11,68,C
1989,7,12,40,C
1989,7,13,21,C
1989,7,14,16,C
1989,7,15,31,C
1989,7,16,59,C
1989,7,17,76,C
1989,7,18,97,C
1989,7,19,90,C
1989,7,20,57,C
1989,7,21,43,C
1989,7,22,72,C
1989,7,23,83,C
1989,7,24,87,C
1989,7,25,80,C
1989,7,26,77,C
1989,7,27,64,C
1989,7,28,89,C
1989,7,29,100,C
1989,7,30,96,C
1989,7,31,82,C
1989,8,1,80,C
1989,8,2,72,C
1989,8,3,74,C
1989,8,4,85,C
1989,8,5,73,C
1989,8,6,36,C
1989,8,7,47,C
1989,8,8,33,C
1989,8,9,42,C
1989,8,10,66,C
1989,8,11,74,C
1989,8,12,73,C
1989,8,13,42,C
1989,8,14,21,C
1989,8,15,54,C
1989,8,16,47,C
1989,8,17,59,C
1989,8,18,67,C
1989,8,19,33,C
1989,8,20,59,C
1989,8,21,70,C
1989,8,22,82,C
1989,8,23,90,C
1989,8,24,78,C
1989,8,25,73,C
1989,8,26,86,C
1989,8,27,65,C
1989,8,28,83,C
1989,8,29,78,C
1989,8,30,49,C
1989,8,31,46,C
1989,9,1,59,C
1989,9,2,53,C
1989,9,3,59,C
1989,9,4,55,C
1989,9,5,74,C
1989,9,6,77,C
1989,9,7,84,C
1989,9,8,36,C
1989,9,9,43,C
1989,9,10,28,C
1989,9,11,35,C
1989,9,12,81,C
1989,9,13,70,C
1989,9,14,78,C
1989,9,15,86,C
1989,9,16,80,C
1989,9,17,94,C
1989,9,18,88,C
1989,9,19,80,C
1989,9,20,85,C
1989,9,21,91,C
1989,9,22,88,C
1989,9,23,80,C
1989,9,24,48,C
1989,9,25,35,C
1989,9,26,29,C
1989,9,27,30,C
1989,9,28,48,C
1989,9,29,59,C
1989,9,30,89,C
1989,10,1,90,C
1989,10,2,87,C
1989,10,3,74,C
1989,10,4,67,C
1989,10,5,61,C
1989,10,6,29,C
1989,10,7,81,C
1989,10,8,76,C
1989,10,9,88,C
1989,10,10,57,C
1989,10,11,52,C
1989,10,12,94,C
1989,10,13,100,C
1989,10,14,76,C
1989,10,15,28,C
1989,10,16,32,C
1989,10,17,88,C
1989,10,18,44,C
1989,10,19,16,C
1989,10,20,46,C
1989,10,21,88,C
1989,10,22,76,C
1989,10,23,31,C
1989,10,24,15,C
1989,10,25,13,C
1989,10,26,24,C
1989,10,27,33,C
1989,10,28,19,C
1989,10,29,76,C
1989,10,30,54,C
1989,10,31,35,C
1989,11,1,85,C
1989,11,2,80,C
1989,11,3,70,C
1989,11,4,72,C
1989,11,5,30,C
1989,11,6,32,C
1989,11,7,58,C
1989,11,8,85,C
1989,11,9,79,C
1989,11,10,47,C
1989,11,11,34,C
1989,11,12,28,C
1989,11,13,34,C
1989,11,14,80,C
1989,11,15,70,C
1989,11,16,40,C
1989,11,17,25,C
1989,11,18,36,C
1989,11,19,54,C
1989,11,20,12,C
1989,11,21,10,C
1989,11,22,77,C
1989,11,23,89,C
1989,11,24,81,C
1989,11,25,90,C
1989,11,26,90,C
1989,11,27,88,C
1989,11,28,42,C
1989,11,29,5,C
1989,11,30,0,C
1989,12,1,1,C
1989,12,2,0,C
1989,12,3,3,C
1989,12,4,3,C
1989,12,5,4,C
1989,12,6,3,C
1989,12,7,0,C
1989,12,8,9,C
1989,12,9,58,C
1989,12,10,16,C
1989,12,11,8,C
1989,12,12,16,C
1989,12,13,12,C
1989,12,14,3,C
1989,12,15,28,C
1989,12,16,11,C
1989,12,17,20,C
1989,12,18,88,C
1989,12,19,94,C
1989,12,20,83,C
1989,12,21,57,C
1989,12,22,84,C
1989,12,23,93,C
1989,12,24,94,C
1989,12,25,90,C
1989,12,26,91,C
1989,12,27,88,C
1989,12,28,62,C
1989,12,29,85,C
1989,12,30,97,C
1989,12,31,100,C
1990,1,1,98,C
1990,1,2,93,C
1990,1,3,84,C
1990,1,4,83,C
1990,1,5,83,C
1990,1,6,86,C
1990,1,7,59,C
1990,1,8,46,C
1990,1,9,32,C
1990,1,10,24,C
1990,1,11,59,C
1990,1,12,37,C
1990,1,13,88,C
1990,1,14,88,C
1990,1,15,94,C
1990,1,16,82,C
1990,1,17,86,C
1990,1,18,87,C
1990,1,19,99,C
1990,1,20,98,C
1990,1,21,98,C
1990,1,22,100,C
1990,1,23,91,C
1990,1,24,78,C
1990,1,25,71,C
1990,1,26,82,C
1990,1,27,41,C
1990,1,28,82,C
1990,1,29,97,C
1990,1,30,98,C
1990,1,31,99,C
1990,2,1,96,C
1990,2,2,90,C
1990,2,3,96,C
1990,2,4,97,C
1990,2,5,88,C
1990,2,6,72,C
1990,2,7,91,C
1990,2,8,79,C
1990,2,9,86,C
1990,2,10,78,C
1990,2,11,49,C
1990,2,12,74,C
1990,2,13,61,C
1990,2,14,66,C
1990,2,15,77,C
1990,2,16,79,C
1990,2,17,92,C
1990,2,18,77,C
1990,2,19,47,C
1990,2,20,98,C
1990,2,21,93,C
1990,2,22,98,C
1990,2,23,97,C
1990,2,24,96,C
1990,2,25,99,C
1990,2,26,99,C
1990,2,27,100,C
1990,2,28,94,C
1990,3,1,91,C
1990,3,2,98,C
1990,3,3,100,C
1990,3,4,100,C
1990,3,5,80,C
1990,3,6,56,C
1990,3,7,35,C
1990,3,8,66,C
1990,3,9,89,C
1990,3,10,88,C
1990,3,11,34,C
1990,3,12,31,C
1990,3,13,81,C
1990,3,14,78,C
1990,3,15,86,C
1990,3,16,64,C
1990,3,17,44,C
1990,3,18,70,C
1990,3,19,45,C
1990,3,20,42,C
1990,3,21,43,C
1990,3,22,70,C
1990,3,23,78,C
1990,3,24,88,C
1990,3,25,80,C
1990,3,26,94,C
1990,3,27,90,C
1990,3,28,69,C
1990,3,29,60,C
1990,3,30,88,C
1990,3,31,100,C
1990,4,1,95,C
1990,4,2,88,C
1990,4,3,91,C
1990,4,4,96,C
1990,4,5,93,C
1990,4,6,91,C
1990,4,7,87,C
1990,4,8,87,C
1990,4,9,91,C
1990,4,10,70,C
1990,4,11,94,C
1990,4,12,58,C
1990,4,13,74,C
1990,4,14,92,C
1990,4,15,100,C
1990,4,16,100,C
1990,4,17,98,C
1990,4,18,99,C
1990,4,19,100,C
1990,4,20,95,C
1990,4,21,90,C
1990,4,22,85,C
1990,4,23,88,C
1990,4,24,98,C
1990,4,25,100,C
1990,4,26,100,C
1990,4,27,68,C
1990,4,28,81,C
1990,4,29,21,C
1990,4,30,68,C
1990,5,1,47,C
1990,5,2,47,C
1990,5,3,70,C
1990,5,4,92,C
1990,5,5,72,C
1990,5,6,51,C
1990,5,7,69,C
1990,5,8,82,C
1990,5,9,94,C
1990,5,10,94,C
1990,5,11,97,C
1990,5,12,90,C
1990,5,13,84,C
1990,5,14,57,C
1990,5,15,90,C
1990,5,16,91,C
1990,5,17,91,C
1990,5,18,91,C
1990,5,19,21,C
1990,5,20,11,C
1990,5,21,24,C
1990,5,22,55,C
1990,5,23,54,C
1990,5,24,79,C
1990,5,25,93,C
1990,5,26,99,C
1990,5,27,93,C
1990,5,28,78,C
1990,5,29,85,C
1990,5,30,80,C
1990,5,31,79,C
1990,6,1,95,C
1990,6,2,93,C
1990,6,3,91,C
1990,6,4,81,C
1990,6,5,77,C
1990,6,6,88,C
1990,6,7,89,C
1990,6,8,95,C
1990,6,9,91,C
1990,6,10,97,C
1990,6,11,81,C
1990,6,12,59,C
1990,6,13,51,C
1990,6,14,51,C
1990,6,15,63,C
1990,6,16,89,C
1990,6,17,94,C
1990,6,18,86,C
1990,6,19,77,C
1990,6,20,71,C
1990,6,21,48,C
1990,6,22,70,C
1990,6,23,74,C
1990,6,24,84,C
1990,6,25,64,C
1990,6,26,70,C
1990,6,27,51,C
1990,6,28,52,C
1990,6,29,85,C
1990,6,30,92,C
1990,7,1,83,C
1990,7,2,77,C
1990,7,3,68,C
1990,7,4,67,C
1990,7,5,41,C
1990,7,6,29,C
1990,7,7,40,C
1990,7,8,36,C
1990,7,9,35,C
1990,7,10,68,C
1990,7,11,52,C
1990,7,12,68,C
1990,7,13,78,C
1990,7,14,87,C
1990,7,15,73,C
1990,7,16,58,C
1990,7,17,68,C
1990,7,18,53,C
1990,7,19,58,C
1990,7,20,70,C
1990,7,21,87,C
1990,7,22,77,C
1990,7,23,80,C
1990,7,24,68,C
1990,7,25,46,C
1990,7,26,58,C
1990,7,27,79,C
1990,7,28,89,C
1990,7,29,84,C
1990,7,30,88,C
1990,7,31,91,C
1990,8,1,84,C
1990,8,2,88,C
1990,8,3,94,C
1990,8,4,85,C
1990,8,5,83,C
1990,8,6,69,C
1990,8,7,46,C
1990,8,8,41,C
1990,8,9,42,C
1990,8,10,77,C
1990,8,11,56,C
1990,8,12,42,C
1990,8,13,24,C
1990,8,14,29,C
1990,8,15,29,C
1990,8,16,60,C
1990,8,17,81,C
1990,8,18,77,C
1990,8,19,82,C
1990,8,20,88,C
1990,8,21,88,C
1990,8,22,92,C
1990,8,23,81,C
1990,8,24,77,C
1990,8,25,73,C
1990,8,26,50,C
1990,8,27,82,C
1990,8,28,88,C
1990,8,29,81,C
1990,8,30,34,C
1990,8,31,41,C
1990,9,1,40,C
1990,9,2,18,C
1990,9,3,47,C
1990,9,4,67,C
1990,9,5,39,C
1990,9,6,61,C
1990,9,7,51,C
1990,9,8,81,C
1990,9,9,88,C
1990,9,10,95,C
1990,9,11,100,C
1990,9,12,89,C
1990,9,13,65,C
1990,9,14,47,C
1990,9,15,60,C
1990,9,16,72,C
1990,9,17,48,C
1990,9,18,55,C
1990,9,19,89,C
1990,9,20,76,C
1990,9,21,70,C
1990,9,22,77,C
1990,9,23,71,C
1990,9,24,68,C
1990,9,25,72,C
1990,9,26,74,C
1990,9,27,80,C
1990,9,28,68,C
1990,9,29,42,C
1990,9,30,52,C
1990,10,1,46,C
1990,10,2,78,C
1990,10,3,86,C
1990,10,4,86,C
1990,10,5,56,C
1990,10,6,7,C
1990,10,7,8,C
1990,10,8,6,C
1990,10,9,23,C
1990,10,10,20,C
1990,10,11,20,C
1990,10,12,10,C
1990,10,13,66,C
1990,10,14,70,C
1990,10,15,51,C
1990,10,16,30,C
1990,10,17,28,C
1990,10,18,41,C
1990,10,19,35,C
1990,10,20,51,C
1990,10,21,71,C
1990,10,22,56,C
1990,10,23,72,C
1990,10,24,77,C
1990,10,25,73,C
1990,10,26,69,C
1990,10,27,42,C
1990,10,28,36,C
1990,10,29,53,C
1990,10,30,55,C
1990,10,31,39,C
1990,11,1,30,C
1990,11,2,52,C
1990,11,3,88,C
1990,11,4,87,C
1990,11,5,90,C
1990,11,6,84,C
1990,11,7,86,C
1990,11,8,89,C
1990,11,9,88,C
1990,11,10,86,C
1990,11,11,76,C
1990,11,12,40,C
1990,11,13,50,C
1990,11,14,68,C
1990,11,15,91,C
1990,11,16,100,C
1990,11,17,99,C
1990,11,18,84,C
1990,11,19,41,C
1990,11,20,12,C
1990,11,21,71,C
1990,11,22,54,C
1990,11,23,38,C
1990,11,24,18,C
1990,11,25,8,C
1990,11,26,14,C
1990,11,27,18,C
1990,11,28,10,C
1990,11,29,1,C
1990,11,30,0,C
1990,12,1,3,C
1990,12,2,1,C
1990,12,3,1,C
1990,12,4,1,C
1990,12,5,1,C
1990,12,6,7,C
1990,12,7,8,C
1990,12,8,66,C
1990,12,9,20,C
1990,12,10,13,C
1990,12,11,52,C
1990,12,12,76,C
1990,12,13,49,C
1990,12,14,10,C
1990,12,15,64,C
1990,12,16,87,C
1990,12,17,38,C
1990,12,18,40,C
1990,12,19,67,C
1990,12,20,65,C
1990,12,21,82,C
1990,12,22,47,C
1990,12,23,21,C
1990,12,24,22,C
1990,12,25,39,C
1990,12,26,28,C
1990,12,27,65,C
1990,12,28,15,C
1990,12,29,72,C
1990,12,30,88,C
1990,12,31,58,C
1991,1,1,33,C
1991,1,2,61,C
1991,1,3,76,C
1991,1,4,78,C
1991,1,5,90,C
1991,1,6,97,C
1991,1,7,100,C
1991,1,8,91,C
1991,1,9,92,C
1991,1,10,88,C
1991,1,11,88,C
1991,1,12,95,C
1991,1,13,95,C
1991,1,14,99,C
1991,1,15,88,C
1991,1,16,61,C
1991,1,17,17,C
1991,1,18,65,C
1991,1,19,55,C
1991,1,20,52,C
1991,1,21,21,C
1991,1,22,81,C
1991,1,23,67,C
1991,1,24,81,C
1991,1,25,76,C
1991,1,26,78,C
1991,1,27,93,C
1991,1,28,49,C
1991,1,29,36,C
1991,1,30,86,C
1991,1,31,82,C
1991,2,1,70,C
1991,2,2,53,C
1991,2,3,25,C
1991,2,4,6,C
1991,2,5,69,C
1991,2,6,31,C
1991,2,7,27,C
1991,2,8,67,C
1991,2,9,47,C
1991,2,10,25,C
1991,2,11,65,C
1991,2,12,95,C
1991,2,13,98,C
1991,2,14,95,C
1991,2,15,70,C
1991,2,16,89,C
1991,2,17,92,C
1991,2,18,88,C
1991,2,19,89,C
1991,2,20,80,C
1991,2,21,56,C
1991,2,22,73,C
1991,2,23,4,C
1991,2,24,30,C
1991,2,25,84,C
1991,2,26,88,C
1991,2,27,91,C
1991,2,28,89,C
1991,3,1,82,C
1991,3,2,95,C
1991,3,3,97,C
1991,3,4,92,C
1991,3,5,88,C
1991,3,6,84,C
1991,3,7,52,C
1991,3,8,59,C
1991,3,9,32,C
1991,3,10,87,C
1991,3,11,22,C
1991,3,12,74,C
1991,3,13,64,C
1991,3,14,88,C
1991,3,15,85,C
1991,3,16,72,C
1991,3,17,95,C
1991,3,18,93,C
1991,3,19,88,C
1991,3,20,88,C
1991,3,21,86,C
1991,3,22,94,C
1991,3,23,92,C
1991,3,24,91,C
1991,3,25,87,C
1991,3,26,87,C
1991,3,27,78,C
1991,3,28,90,C
1991,3,29,91,C
1991,3,30,91,C
1991,3,31,97,C
1991,4,1,57,C
1991,4,2,79,C
1991,4,3,53,C
1991,4,4,89,C
1991,4,5,90,C
1991,4,6,85,C
1991,4,7,75,C
1991,4,8,97,C
1991,4,9,95,C
1991,4,10,88,C
1991,4,11,83,C
1991,4,12,64,C
1991,4,13,42,C
1991,4,14,73,C
1991,4,15,85,C
1991,4,16,83,C
1991,4,17,66,C
1991,4,18,38,C
1991,4,19,78,C
1991,4,20,91,C
1991,4,21,92,C
1991,4,22,88,C
1991,4,23,36,C
1991,4,24,6,C
1991,4,25,65,C
1991,4,26,45,C
1991,4,27,84,C
1991,4,28,87,C
1991,4,29,82,C
1991,4,30,93,C
1991,5,1,88,C
1991,5,2,91,C
1991,5,3,93,C
1991,5,4,99,C
1991,5,5,92,C
1991,5,6,70,C
1991,5,7,81,C
1991,5,8,90,C
1991,5,9,96,C
1991,5,10,89,C
1991,5,11,48,C
1991,5,12,45,C
1991,5,13,85,C
1991,5,14,50,C
1991,5,15,39,C
1991,5,16,54,C
1991,5,17,80,C
1991,5,18,78,C
1991,5,19,74,C
1991,5,20,55,C
1991,5,21,32,C
1991,5,22,77,C
1991,5,23,69,C
1991,5,24,82,C
1991,5,25,69,C
1991,5,26,72,C
1991,5,27,67,C
1991,5,28,63,C
1991,5,29,67,C
1991,5,30,55,C
1991,5,31,43,C
1991,6,1,36,C
1991,6,2,24,C
1991,6,3,22,C
1991,6,4,57,C
1991,6,5,64,C
1991,6,6,79,C
1991,6,7,68,C
1991,6,8,87,C
1991,6,9,90,C
1991,6,10,89,C
1991,6,11,84,C
1991,6,12,84,C
1991,6,13,76,C
1991,6,14,78,C
1991,6,15,73,C
1991,6,16,85,C
1991,6,17,85,C
1991,6,18,82,C
1991,6,19,88,C
1991,6,20,91,C
1991,6,21,91,C
1991,6,22,88,C
1991,6,23,89,C
1991,6,24,95,C
1991,6,25,73,C
1991,6,26,100,C
1991,6,27,87,C
1991,6,28,78,C
1991,6,29,42,C
1991,6,30,39,C
1991,7,1,57,C
1991,7,2,76,C
1991,7,3,82,C
1991,7,4,77,C
1991,7,5,84,C
1991,7,6,81,C
1991,7,7,74,C
1991,7,8,48,C
1991,7,9,36,C
1991,7,10,39,C
1991,7,11,66,C
1991,7,12,77,C
1991,7,13,87,C
1991,7,14,86,C
1991,7,15,70,C
1991,7,16,42,C
1991,7,17,38,C
1991,7,18,41,C
1991,7,19,84,C
1991,7,20,89,C
1991,7,21,86,C
1991,7,22,63,C
1991,7,23,71,C
1991,7,24,88,C
1991,7,25,69,C
1991,7,26,63,C
1991,7,27,54,C
1991,7,28,66,C
1991,7,29,88,C
1991,7,30,88,C
1991,7,31,88,C
1991,8,1,82,C
1991,8,2,52,C
1991,8,3,26,C
1991,8,4,28,C
1991,8,5,52,C
1991,8,6,56,C
1991,8,7,62,C
1991,8,8,46,C
1991,8,9,65,C
1991,8,10,83,C
1991,8,11,86,C
1991,8,12,83,C
1991,8,13,84,C
1991,8,14,79,C
1991,8,15,91,C
1991,8,16,88,C
1991,8,17,82,C
1991,8,18,49,C
1991,8,19,66,C
1991,8,20,82,C
1991,8,21,86,C
1991,8,22,59,C
1991,8,23,46,C
1991,8,24,78,C
1991,8,25,76,C
1991,8,26,56,C
1991,8,27,36,C
1991,8,28,82,C
1991,8,29,64,C
1991,8,30,61,C
1991,8,31,36,C
1991,9,1,34,C
1991,9,2,44,C
1991,9,3,34,C
1991,9,4,82,C
1991,9,5,84,C
1991,9,6,86,C
1991,9,7,88,C
1991,9,8,52,C
1991,9,9,68,C
1991,9,10,26,C
1991,9,11,44,C
1991,9,12,47,C
1991,9,13,58,C
1991,9,14,56,C
1991,9,15,72,C
1991,9,16,47,C
1991,9,17,79,C
1991,9,18,80,C
1991,9,19,52,C
1991,9,20,23,C
1991,9,21,52,C
1991,9,22,38,C
1991,9,23,42,C
1991,9,24,47,C
1991,9,25,80,C
1991,9,26,38,C
1991,9,27,32,C
1991,9,28,79,C
1991,9,29,94,C
1991,9,30,70,C
1991,10,1,52,C
1991,10,2,67,C
1991,10,3,42,C
1991,10,4,27,C
1991,10,5,63,C
1991,10,6,55,C
1991,10,7,44,C
1991,10,8,54,C
1991,10,9,11,C
1991,10,10,37,C
1991,10,11,53,C
1991,10,12,22,C
1991,10,13,25,C
1991,10,14,83,C
1991,10,15,100,C
1991,10,16,98,C
1991,10,17,98,C
1991,10,18,80,C
1991,10,19,53,C
1991,10,20,52,C
1991,10,21,13,C
1991,10,22,46,C
1991,10,23,56,C
1991,10,24,61,C
1991,10,25,55,C
1991,10,26,9,C
1991,10,27,9,C
1991,10,28,69,C
1991,10,29,54,C
1991,10,30,17,C
1991,10,31,24,C
1991,11,1,39,C
1991,11,2,71,C
1991,11,3,51,C
1991,11,4,33,C
1991,11,5,67,C
1991,11,6,44,C
1991,11,7,28,C
1991,11,8,41,C
1991,11,9,71,C
1991,11,10,65,C
1991,11,11,10,C
1991,11,12,5,C
1991,11,13,23,C
1991,11,14,5,C
1991,11,15,31,C
1991,11,16,58,C
1991,11,17,10,C
1991,11,18,18,C
1991,11,19,83,C
1991,11,20,85,C
1991,11,21,88,C
1991,11,22,57,C
1991,11,23,61,C
1991,11,24,72,C
1991,11,25,93,C
1991,11,26,82,C
1991,11,27,56,C
1991,11,28,18,C
1991,11,29,81,C
1991,11,30,74,C
1991,12,1,63,C
1991,12,2,80,C
1991,12,3,64,C
1991,12,4,30,C
1991,12,5,24,C
1991,12,6,8,C
1991,12,7,80,C
1991,12,8,83,C
1991,12,9,91,C
1991,12,10,93,C
1991,12,11,57,C
1991,12,12,97,C
1991,12,13,51,C
1991,12,14,73,C
1991,12,15,83,C
1991,12,16,35,C
1991,12,17,38,C
1991,12,18,67,C
1991,12,19,47,C
1991,12,20,40,C
1991,12,21,22,C
1991,12,22,83,C
1991,12,23,78,C
1991,12,24,59,C
1991,12,25,55,C
1991,12,26,83,C
1991,12,27,91,C
1991,12,28,92,C
1991,12,29,94,C
1991,12,30,99,C
1991,12,31,91,C
1992,1,1,96,C
1992,1,2,96,C
1992,1,3,88,C
1992,1,4,96,C
1992,1,5,99,C
1992,1,6,38,C
1992,1,7,50,C
1992,1,8,64,C
1992,1,9,84,C
1992,1,10,65,C
1992,1,11,33,C
1992,1,12,68,C
1992,1,13,52,C
1992,1,14,36,C
1992,1,15,0,C
1992,1,16,11,C
1992,1,17,9,C
1992,1,18,27,C
1992,1,19,57,C
1992,1,20,3,C
1992,1,21,17,C
1992,1,22,0,C
1992,1,23,12,C
1992,1,24,20,C
1992,1,25,29,C
1992,1,26,17,C
1992,1,27,8,C
1992,1,28,14,C
1992,1,29,57,C
1992,1,30,54,C
1992,1,31,23,C
1992,2,1,88,C
1992,2,2,96,C
1992,2,3,78,C
1992,2,4,57,C
1992,2,5,96,C
1992,2,6,100,C
1992,2,7,95,C
1992,2,8,89,C
1992,2,9,99,C
1992,2,10,99,C
1992,2,11,99,C
1992,2,12,98,C
1992,2,13,95,C
1992,2,14,93,C
1992,2,15,82,C
1992,2,16,79,C
1992,2,17,92,C
1992,2,18,99,C
1992,2,19,99,C
1992,2,20,75,C
1992,2,21,87,C
1992,2,22,95,C
1992,2,23,74,C
1992,2,24,3,C
1992,2,25,0,C
1992,2,26,21,C
1992,2,27,49,C
1992,2,28,88,C
1992,2,29,93,C
1992,3,1,94,C
1992,3,2,96,C
1992,3,3,92,C
1992,3,4,97,C
1992,3,5,92,C
1992,3,6,94,C
1992,3,7,96,C
1992,3,8,90,C
1992,3,9,100,C
1992,3,10,100,C
1992,3,11,98,C
1992,3,12,92,C
1992,3,13,86,C
1992,3,14,60,C
1992,3,15,82,C
1992,3,16,87,C
1992,3,17,92,C
1992,3,18,95,C
1992,3,19,86,C
1992,3,20,81,C
1992,3,21,83,C
1992,3,22,97,C
1992,3,23,89,C
1992,3,24,98,C
1992,3,25,90,C
1992,3,26,94,C
1992,3,27,99,C
1992,3,28,99,C
1992,3,29,94,C
1992,3,30,95,C
1992,3,31,97,C
1992,4,1,100,C
1992,4,2,98,C
1992,4,3,97,C
1992,4,4,91,C
1992,4,5,85,C
1992,4,6,91,C
1992,4,7,97,C
1992,4,8,99,C
1992,4,9,88,C
1992,4,10,97,C
1992,4,11,95,C
1992,4,12,100,C
1992,4,13,97,C
1992,4,14,85,C
1992,4,15,55,C
1992,4,16,9,C
1992,4,17,79,C
1992,4,18,86,C
1992,4,19,70,C
1992,4,20,98,C
1992,4,21,93,C
1992,4,22,90,C
1992,4,23,98,C
1992,4,24,85,C
1992,4,25,78,C
1992,4,26,80,C
1992,4,27,78,C
1992,4,28,66,C
1992,4,29,79,C
1992,4,30,77,C
1992,5,1,79,C
1992,5,2,81,C
1992,5,3,96,C
1992,5,4,93,C
1992,5,5,79,C
1992,5,6,67,C
1992,5,7,89,C
1992,5,8,94,C
1992,5,9,94,C
1992,5,10,98,C
1992,5,11,85,C
1992,5,12,42,C
1992,5,13,23,C
1992,5,14,96,C
1992,5,15,91,C
1992,5,16,90,C
1992,5,17,88,C
1992,5,18,83,C
1992,5,19,91,C
1992,5,20,89,C
1992,5,21,88,C
1992,5,22,95,C
1992,5,23,71,C
1992,5,24,35,C
1992,5,25,72,C
1992,5,26,95,C
1992,5,27,74,C
1992,5,28,30,C
1992,5,29,88,C
1992,5,30,85,C
1992,5,31,85,C
1992,6,1,79,C
1992,6,2,67,C
1992,6,3,90,C
1992,6,4,66,C
1992,6,5,53,C
1992,6,6,81,C
1992,6,7,93,C
1992,6,8,94,C
1992,6,9,93,C
1992,6,10,94,C
1992,6,11,98,C
1992,6,12,88,C
1992,6,13,94,C
1992,6,14,88,C
1992,6,15,94,C
1992,6,16,87,C
1992,6,17,83,C
1992,6,18,78,C
1992,6,19,82,C
1992,6,20,86,C
1992,6,21,74,C
1992,6,22,62,C
1992,6,23,84,C
1992,6,24,81,C
1992,6,25,58,C
1992,6,26,73,C
1992,6,27,56,C
1992,6,28,93,C
1992,6,29,67,C
1992,6,30,61,C
1992,7,1,56,C
1992,7,2,64,C
1992,7,3,80,C
1992,7,4,86,C
1992,7,5,86,C
1992,7,6,93,C
1992,7,7,96,C
1992,7,8,88,C
1992,7,9,85,C
1992,7,10,76,C
1992,7,11,42,C
1992,7,12,71,C
1992,7,13,78,C
1992,7,14,46,C
1992,7,15,19,C
1992,7,16,16,C
1992,7,17,79,C
1992,7,18,96,C
1992,7,19,63,C
1992,7,20,41,C
1992,7,21,66,C
1992,7,22,92,C
1992,7,23,93,C
1992,7,24,68,C
1992,7,25,61,C
1992,7,26,60,C
1992,7,27,68,C
1992,7,28,48,C
1992,7,29,46,C
1992,7,30,23,C
1992,7,31,59,C
1992,8,1,45,C
1992,8,2,37,C
1992,8,3,48,C
1992,8,4,30,C
1992,8,5,30,C
1992,8,6,46,C
1992,8,7,29,C
1992,8,8,59,C
1992,8,9,71,C
1992,8,10,66,C
1992,8,11,65,C
1992,8,12,56,C
1992,8,13,58,C
1992,8,14,44,C
1992,8,15,53,C
1992,8,16,71,C
1992,8,17,64,C
1992,8,18,86,C
1992,8,19,73,C
1992,8,20,77,C
1992,8,21,91,C
1992,8,22,90,C
1992,8,23,78,C
1992,8,24,81,C
1992,8,25,55,C
1992,8,26,52,C
1992,8,27,70,C
1992,8,28,77,C
1992,8,29,66,C
1992,8,30,63,C
1992,8,31,83,C
1992,9,1,44,C
1992,9,2,19,C
1992,9,3,33,C
1992,9,4,48,C
1992,9,5,81,C
1992,9,6,97,C
1992,9,7,94,C
1992,9,8,76,C
1992,9,9,47,C
1992,9,10,64,C
1992,9,11,67,C
1992,9,12,47,C
1992,9,13,41,C
1992,9,14,44,C
1992,9,15,38,C
1992,9,16,64,C
1992,9,17,80,C
1992,9,18,75,C
1992,9,19,83,C
1992,9,20,33,C
1992,9,21,44,C
1992,9,22,42,C
1992,9,23,23,C
1992,9,24,48,C
1992,9,25,52,C
1992,9,26,69,C
1992,9,27,56,C
1992,9,28,27,C
1992,9,29,52,C
1992,9,30,45,C
1992,10,1,51,C
1992,10,2,23,C
1992,10,3,23,C
1992,10,4,54,C
1992,10,5,78,C
1992,10,6,76,C
1992,10,7,88,C
1992,10,8,43,C
1992,10,9,72,C
1992,10,10,26,C
1992,10,11,36,C
1992,10,12,55,C
1992,10,13,85,C
1992,10,14,52,C
1992,10,15,56,C
1992,10,16,29,C
1992,10,17,9,C
1992,10,18,74,C
1992,10,19,48,C
1992,10,20,29,C
1992,10,21,23,C
1992,10,22,22,C
1992,10,23,25,C
1992,10,24,9,C
1992,10,25,34,C
1992,10,26,15,C
1992,10,27,62,C
1992,10,28,87,C
1992,10,29,38,C
1992,10,30,26,C
1992,10,31,31,C
1992,11,1,29,C
1992,11,2,13,C
1992,11,3,10,C
1992,11,4,16,C
1992,11,5,38,C
1992,11,6,43,C
1992,11,7,39,C
1992,11,8,65,C
1992,11,9,39,C
1992,11,10,1,C
1992,11,11,1,C
