Year,Month,Day,Mean Relative Humidity (%) - King's Park_Value,completeness
1999,6,10,82,C
1999,6,11,79,C
1999,6,12,78,C
1999,6,13,76,C
1999,6,14,76,C
1999,6,15,79,C
1999,6,16,79,C
1999,6,17,87,C
1999,6,18,83,C
1999,6,19,84,C
1999,6,20,86,C
1999,6,21,88,C
1999,6,22,83,#
1999,6,23,81,C
1999,6,24,80,C
1999,6,25,80,C
1999,6,26,83,C
1999,6,27,79,C
1999,6,28,79,C
1999,6,29,79,C
1999,6,30,82,C
1999,7,1,81,C
1999,7,2,81,C
1999,7,3,85,C
1999,7,4,88,C
1999,7,5,86,C
1999,7,6,88,C
1999,7,7,87,C
1999,7,8,87,C
1999,7,9,87,C
1999,7,10,80,C
1999,7,11,80,C
1999,7,12,80,C
1999,7,13,83,C
1999,7,14,80,C
1999,7,15,83,C
1999,7,16,82,C
1999,7,17,81,C
1999,7,18,84,C
1999,7,19,83,C
1999,7,20,83,C
1999,7,21,82,C
1999,7,22,82,C
1999,7,23,80,C
1999,7,24,77,C
1999,7,25,76,C
1999,7,26,81,C
1999,7,27,82,C
1999,7,28,80,C
1999,7,29,81,C
1999,7,30,81,C
1999,7,31,82,C
1999,8,1,79,C
1999,8,2,82,C
1999,8,3,83,C
1999,8,4,87,C
1999,8,5,82,C
1999,8,6,81,C
1999,8,7,82,C
1999,8,8,81,C
1999,8,9,85,C
1999,8,10,88,C
1999,8,11,90,C
1999,8,12,87,C
1999,8,13,91,C
1999,8,14,87,C
1999,8,15,85,C
1999,8,16,82,C
1999,8,17,79,C
1999,8,18,78,C
1999,8,19,80,C
1999,8,20,76,C
1999,8,21,75,C
1999,8,22,79,C
1999,8,23,92,C
1999,8,24,91,C
1999,8,25,93,C
1999,8,26,86,C
1999,8,27,86,C
1999,8,28,90,C
1999,8,29,87,C
1999,8,30,82,C
1999,8,31,84,C
1999,9,1,85,C
1999,9,2,81,C
1999,9,3,78,C
1999,9,4,79,C
1999,9,5,87,C
1999,9,6,85,C
1999,9,7,84,C
1999,9,8,85,C
1999,9,9,83,C
1999,9,10,81,C
1999,9,11,79,C
1999,9,12,80,C
1999,9,13,82,C
1999,9,14,72,C
1999,9,15,73,C
1999,9,16,87,#
1999,9,17,83,#
1999,9,18,79,C
1999,9,19,84,C
1999,9,20,85,C
1999,9,21,69,C
1999,9,22,52,C
1999,9,23,58,C
1999,9,24,58,C
1999,9,25,64,C
1999,9,26,82,C
1999,9,27,80,C
1999,9,28,84,C
1999,9,29,78,C
1999,9,30,75,C
1999,10,1,75,C
1999,10,2,75,C
1999,10,3,77,C
1999,10,4,72,C
1999,10,5,64,C
1999,10,6,61,C
1999,10,7,60,C
1999,10,8,64,C
1999,10,9,70,C
1999,10,10,78,C
1999,10,11,77,C
1999,10,12,76,C
1999,10,13,75,C
1999,10,14,74,C
1999,10,15,74,C
1999,10,16,73,C
1999,10,17,58,C
1999,10,18,49,C
1999,10,19,55,C
1999,10,20,69,C
1999,10,21,71,C
1999,10,22,72,C
1999,10,23,70,C
1999,10,24,77,C
1999,10,25,64,C
1999,10,26,77,C
1999,10,27,73,C
1999,10,28,72,C
1999,10,29,75,C
1999,10,30,76,C
1999,10,31,75,C
1999,11,1,56,C
1999,11,2,42,C
1999,11,3,48,C
1999,11,4,63,C
1999,11,5,69,C
1999,11,6,72,C
1999,11,7,72,C
1999,11,8,69,C
1999,11,9,76,C
1999,11,10,68,C
1999,11,11,78,C
1999,11,12,86,C
1999,11,13,75,C
1999,11,14,77,C
1999,11,15,46,C
1999,11,16,60,C
1999,11,17,57,C
1999,11,18,63,C
1999,11,19,74,C
1999,11,20,75,C
1999,11,21,77,C
1999,11,22,81,C
1999,11,23,78,C
1999,11,24,77,C
1999,11,25,74,C
1999,11,26,77,C
1999,11,27,76,C
1999,11,28,60,C
1999,11,29,59,C
1999,11,30,60,C
1999,12,1,58,C
1999,12,2,62,C
1999,12,3,70,C
1999,12,4,68,C
1999,12,5,68,C
1999,12,6,60,C
1999,12,7,49,C
1999,12,8,49,C
1999,12,9,50,C
1999,12,10,64,C
1999,12,11,52,C
1999,12,12,62,C
1999,12,13,69,C
1999,12,14,51,C
1999,12,15,55,C
1999,12,16,76,C
1999,12,17,85,C
1999,12,18,82,#
1999,12,19,67,C
1999,12,20,41,C
1999,12,21,27,C
1999,12,22,20,C
1999,12,23,24,C
1999,12,24,19,C
1999,12,25,36,C
1999,12,26,51,#
1999,12,27,63,C
1999,12,28,71,C
1999,12,29,78,C
1999,12,30,71,C
1999,12,31,61,C
2000,1,1,69,C
2000,1,2,61,C
2000,1,3,64,C
2000,1,4,72,C
2000,1,5,73,C
2000,1,6,85,C
2000,1,7,81,C
2000,1,8,75,C
2000,1,9,82,C
2000,1,10,81,C
2000,1,11,82,C
2000,1,12,86,C
2000,1,13,86,C
2000,1,14,83,C
2000,1,15,81,C
2000,1,16,81,C
2000,1,17,71,C
2000,1,18,64,C
2000,1,19,52,C
2000,1,20,58,C
2000,1,21,67,C
2000,1,22,70,C
2000,1,23,95,C
2000,1,24,95,C
2000,1,25,81,#
2000,1,26,65,C
2000,1,27,49,C
2000,1,28,54,C
2000,1,29,64,C
2000,1,30,49,C
2000,1,31,59,C
2000,2,1,74,C
2000,2,2,83,C
2000,2,3,82,C
2000,2,4,83,C
2000,2,5,82,C
2000,2,6,70,C
2000,2,7,66,C
2000,2,8,58,C
2000,2,9,65,C
2000,2,10,77,C
2000,2,11,74,C
2000,2,12,80,C
2000,2,13,80,C
2000,2,14,82,C
2000,2,15,76,C
2000,2,16,68,C
2000,2,17,81,C
2000,2,18,82,C
2000,2,19,93,C
2000,2,20,96,C
2000,2,21,93,C
2000,2,22,95,C
2000,2,23,95,C
2000,2,24,87,C
2000,2,25,79,C
2000,2,26,61,C
2000,2,27,66,C
2000,2,28,89,C
2000,2,29,82,C
2000,3,1,90,C
2000,3,2,91,C
2000,3,3,85,C
2000,3,4,81,C
2000,3,5,82,C
2000,3,6,83,C
2000,3,7,73,C
2000,3,8,76,C
2000,3,9,74,C
2000,3,10,80,C
2000,3,11,88,C
2000,3,12,92,C
2000,3,13,85,C
2000,3,14,84,C
2000,3,15,87,C
2000,3,16,86,C
2000,3,17,69,C
2000,3,18,79,C
2000,3,19,83,C
2000,3,20,72,C
2000,3,21,70,C
2000,3,22,82,C
2000,3,23,80,C
2000,3,24,68,C
2000,3,25,53,C
2000,3,26,66,C
2000,3,27,70,C
2000,3,28,69,C
2000,3,29,67,C
2000,3,30,65,C
2000,3,31,86,C
2000,4,1,88,C
2000,4,2,91,C
2000,4,3,96,C
2000,4,4,93,C
2000,4,5,78,C
2000,4,6,74,C
2000,4,7,77,C
2000,4,8,84,C
2000,4,9,83,C
2000,4,10,86,C
2000,4,11,78,C
2000,4,12,84,C
2000,4,13,94,C
2000,4,14,92,C
2000,4,15,68,C
2000,4,16,57,#
2000,4,17,73,C
2000,4,18,80,C
2000,4,19,85,C
2000,4,20,83,C
2000,4,21,91,C
2000,4,22,86,C
2000,4,23,97,C
2000,4,24,93,C
2000,4,25,86,C
2000,4,26,90,C
2000,4,27,86,C
2000,4,28,95,C
2000,4,29,95,C
2000,4,30,90,C
2000,5,1,88,C
2000,5,2,95,C
2000,5,3,87,C
2000,5,4,79,C
2000,5,5,82,C
2000,5,6,83,C
2000,5,7,82,C
2000,5,8,82,C
2000,5,9,82,C
2000,5,10,95,C
2000,5,11,82,C
2000,5,12,82,C
2000,5,13,79,C
2000,5,14,79,C
2000,5,15,78,C
2000,5,16,70,C
2000,5,17,79,C
2000,5,18,81,C
2000,5,19,79,C
2000,5,20,59,C
2000,5,21,53,C
2000,5,22,71,C
2000,5,23,78,C
2000,5,24,90,C
2000,5,25,85,C
2000,5,26,81,C
2000,5,27,82,C
2000,5,28,81,C
2000,5,29,84,C
2000,5,30,83,C
2000,5,31,78,C
2000,6,1,82,C
2000,6,2,80,C
2000,6,3,77,C
2000,6,4,78,C
2000,6,5,76,C
2000,6,6,79,C
2000,6,7,77,C
2000,6,8,81,C
2000,6,9,82,C
2000,6,10,77,C
2000,6,11,79,C
2000,6,12,88,C
2000,6,13,78,C
2000,6,14,60,C
2000,6,15,65,C
2000,6,16,75,C
2000,6,17,88,C
2000,6,18,96,C
2000,6,19,84,C
2000,6,20,90,C
2000,6,21,82,C
2000,6,22,78,C
2000,6,23,84,C
2000,6,24,79,C
2000,6,25,82,C
2000,6,26,80,C
2000,6,27,81,C
2000,6,28,77,C
2000,6,29,77,C
2000,6,30,76,C
2000,7,1,73,C
2000,7,2,85,C
2000,7,3,82,C
2000,7,4,72,C
2000,7,5,80,C
2000,7,6,81,C
2000,7,7,86,C
2000,7,8,81,C
2000,7,9,80,C
2000,7,10,80,C
2000,7,11,88,C
2000,7,12,85,C
2000,7,13,79,C
2000,7,14,78,C
2000,7,15,76,C
2000,7,16,84,C
2000,7,17,89,C
2000,7,18,89,C
2000,7,19,88,C
2000,7,20,90,C
2000,7,21,93,C
2000,7,22,83,C
2000,7,23,80,C
2000,7,24,76,C
2000,7,25,76,C
2000,7,26,78,C
2000,7,27,78,C
2000,7,28,76,C
2000,7,29,76,C
2000,7,30,78,C
2000,7,31,81,C
2000,8,1,90,C
2000,8,2,90,C
2000,8,3,89,#
2000,8,4,94,C
2000,8,5,91,C
2000,8,6,85,C
2000,8,7,83,C
2000,8,8,78,C
2000,8,9,78,C
2000,8,10,79,C
2000,8,11,79,C
2000,8,12,79,C
2000,8,13,78,C
2000,8,14,80,C
2000,8,15,81,C
2000,8,16,79,C
2000,8,17,76,C
2000,8,18,80,C
2000,8,19,77,C
2000,8,20,77,C
2000,8,21,77,C
2000,8,22,72,C
2000,8,23,78,C
2000,8,24,84,#
2000,8,25,83,C
2000,8,26,91,C
2000,8,27,93,C
2000,8,28,78,C
2000,8,29,64,C
2000,8,30,72,C
2000,8,31,79,C
2000,9,1,86,C
2000,9,2,91,C
2000,9,3,87,C
2000,9,4,80,C
2000,9,5,76,C
2000,9,6,75,C
2000,9,7,68,C
2000,9,8,72,C
2000,9,9,72,C
2000,9,10,65,C
2000,9,11,62,C
2000,9,12,55,C
2000,9,13,47,C
2000,9,14,41,C
2000,9,15,36,#
2000,9,16,53,C
2000,9,17,76,C
2000,9,18,74,C
2000,9,19,68,C
2000,9,20,78,C
2000,9,21,78,C
2000,9,22,78,C
2000,9,23,80,C
2000,9,24,80,C
2000,9,25,81,C
2000,9,26,78,C
2000,9,27,78,C
2000,9,28,80,C
2000,9,29,80,C
2000,9,30,79,C
2000,10,1,77,C
2000,10,2,73,C
2000,10,3,73,C
2000,10,4,76,C
2000,10,5,82,C
2000,10,6,81,C
2000,10,7,81,C
2000,10,8,80,C
2000,10,9,73,C
2000,10,10,68,C
2000,10,11,75,C
2000,10,12,73,C
2000,10,13,75,C
2000,10,14,81,C
2000,10,15,72,C
2000,10,16,69,C
2000,10,17,65,C
2000,10,18,77,C
2000,10,19,87,C
2000,10,20,94,C
2000,10,21,95,C
2000,10,22,91,C
2000,10,23,90,C
2000,10,24,82,C
2000,10,25,78,C
2000,10,26,80,C
2000,10,27,79,C
2000,10,28,73,C
2000,10,29,61,C
2000,10,30,49,C
2000,10,31,49,C
2000,11,1,42,C
2000,11,2,44,C
2000,11,3,54,C
2000,11,4,54,#
2000,11,5,63,C
2000,11,6,75,C
2000,11,7,86,C
2000,11,8,91,C
2000,11,9,82,C
2000,11,10,77,C
2000,11,11,79,C
2000,11,12,87,C
2000,11,13,75,C
2000,11,14,70,C
2000,11,15,71,C
2000,11,16,76,C
2000,11,17,69,C
2000,11,18,74,C
2000,11,19,76,C
2000,11,20,62,C
2000,11,21,50,C
2000,11,22,58,C
2000,11,23,72,C
2000,11,24,77,C
2000,11,25,79,C
2000,11,26,81,C
2000,11,27,83,C
2000,11,28,81,C
2000,11,29,76,C
2000,11,30,79,C
2000,12,1,78,C
2000,12,2,79,C
2000,12,3,63,C
2000,12,4,69,C
2000,12,5,71,C
2000,12,6,78,C
2000,12,7,80,C
2000,12,8,78,C
2000,12,9,77,C
2000,12,10,70,C
2000,12,11,81,C
2000,12,12,93,C
2000,12,13,89,C
2000,12,14,73,C
2000,12,15,73,C
2000,12,16,75,C
2000,12,17,73,C
2000,12,18,85,C
2000,12,19,88,C
2000,12,20,85,C
2000,12,21,64,C
2000,12,22,69,C
2000,12,23,59,C
2000,12,24,61,C
2000,12,25,73,C
2000,12,26,71,C
2000,12,27,73,C
2000,12,28,70,C
2000,12,29,77,C
2000,12,30,63,C
2000,12,31,55,C
2001,1,1,69,#
2001,1,2,77,C
2001,1,3,80,C
2001,1,4,80,C
2001,1,5,77,C
2001,1,6,80,C
2001,1,7,79,C
2001,1,8,81,C
2001,1,9,73,C
2001,1,10,71,C
2001,1,11,79,C
2001,1,12,80,C
2001,1,13,68,C
2001,1,14,66,C
2001,1,15,63,C
2001,1,16,63,C
2001,1,17,68,C
2001,1,18,73,C
2001,1,19,72,C
2001,1,20,68,C
2001,1,21,84,C
2001,1,22,83,C
2001,1,23,92,C
2001,1,24,91,C
2001,1,25,95,C
2001,1,26,72,C
2001,1,27,73,C
2001,1,28,81,C
2001,1,29,63,C
2001,1,30,73,C
2001,1,31,82,C
2001,2,1,79,C
2001,2,2,82,C
2001,2,3,91,C
2001,2,4,90,C
2001,2,5,87,C
2001,2,6,84,C
2001,2,7,77,C
2001,2,8,70,C
2001,2,9,72,C
2001,2,10,73,C
2001,2,11,79,C
2001,2,12,77,C
2001,2,13,75,C
2001,2,14,57,C
2001,2,15,62,C
2001,2,16,68,C
2001,2,17,67,C
2001,2,18,74,C
2001,2,19,78,C
2001,2,20,74,C
2001,2,21,74,C
2001,2,22,77,C
2001,2,23,74,C
2001,2,24,74,C
2001,2,25,78,C
2001,2,26,83,C
2001,2,27,80,C
2001,2,28,84,C
2001,3,1,60,C
2001,3,2,64,C
2001,3,3,69,C
2001,3,4,43,C
2001,3,5,67,C
2001,3,6,79,C
2001,3,7,85,C
2001,3,8,75,C
2001,3,9,62,C
2001,3,10,69,C
2001,3,11,85,C
2001,3,12,73,C
2001,3,13,61,C
2001,3,14,81,C
2001,3,15,77,C
2001,3,16,88,C
2001,3,17,83,C
2001,3,18,85,C
2001,3,19,82,C
2001,3,20,85,C
2001,3,21,71,C
2001,3,22,84,C
2001,3,23,84,C
2001,3,24,80,C
2001,3,25,86,C
2001,3,26,80,C
2001,3,27,87,C
2001,3,28,76,C
2001,3,29,70,C
2001,3,30,74,C
2001,3,31,80,C
2001,4,1,81,C
2001,4,2,82,C
2001,4,3,81,C
2001,4,4,92,C
2001,4,5,87,C
2001,4,6,92,C
2001,4,7,92,C
2001,4,8,90,C
2001,4,9,94,C
2001,4,10,88,C
2001,4,11,81,C
2001,4,12,62,C
2001,4,13,73,C
2001,4,14,69,C
2001,4,15,71,C
2001,4,16,80,C
2001,4,17,85,C
2001,4,18,91,C
2001,4,19,93,C
2001,4,20,84,C
2001,4,21,88,C
2001,4,22,90,C
2001,4,23,89,C
2001,4,24,87,C
2001,4,25,89,C
2001,4,26,81,C
2001,4,27,78,C
2001,4,28,90,C
2001,4,29,86,C
2001,4,30,83,C
2001,5,1,85,C
2001,5,2,86,C
2001,5,3,91,C
2001,5,4,87,C
2001,5,5,82,C
2001,5,6,80,C
2001,5,7,80,C
2001,5,8,83,C
2001,5,9,86,C
2001,5,10,78,C
2001,5,11,79,C
2001,5,12,75,C
2001,5,13,77,C
2001,5,14,76,C
2001,5,15,80,C
2001,5,16,79,C
2001,5,17,88,C
2001,5,18,88,C
2001,5,19,90,C
2001,5,20,82,C
2001,5,21,85,C
2001,5,22,87,C
2001,5,23,86,C
2001,5,24,83,C
2001,5,25,82,C
2001,5,26,80,C
2001,5,27,71,C
2001,5,28,81,C
2001,5,29,81,C
2001,5,30,89,C
2001,5,31,79,C
2001,6,1,74,C
2001,6,2,88,C
2001,6,3,82,C
2001,6,4,78,C
2001,6,5,85,C
2001,6,6,91,C
2001,6,7,93,C
2001,6,8,95,C
2001,6,9,92,C
2001,6,10,83,C
2001,6,11,90,C
2001,6,12,90,C
2001,6,13,86,C
2001,6,14,82,C
2001,6,15,87,C
2001,6,16,85,C
2001,6,17,80,C
2001,6,18,76,C
2001,6,19,77,C
2001,6,20,85,C
2001,6,21,82,C
2001,6,22,78,C
2001,6,23,80,C
2001,6,24,85,C
2001,6,25,94,C
2001,6,26,93,C
2001,6,27,95,C
2001,6,28,86,C
2001,6,29,83,C
2001,6,30,88,C
2001,7,1,88,#
2001,7,2,88,C
2001,7,3,85,C
2001,7,4,65,C
2001,7,5,64,C
2001,7,6,89,C
2001,7,7,86,C
2001,7,8,89,C
2001,7,9,82,C
2001,7,10,80,C
2001,7,11,82,C
2001,7,12,83,C
2001,7,13,84,C
2001,7,14,81,C
2001,7,15,92,C
2001,7,16,87,C
2001,7,17,89,C
2001,7,18,90,C
2001,7,19,90,C
2001,7,20,89,C
2001,7,21,92,C
2001,7,22,87,C
2001,7,23,79,C
2001,7,24,83,C
2001,7,25,87,C
2001,7,26,90,C
2001,7,27,89,C
2001,7,28,82,C
2001,7,29,81,C
2001,7,30,79,C
2001,7,31,79,C
2001,8,1,84,C
2001,8,2,90,C
2001,8,3,86,C
2001,8,4,78,C
2001,8,5,83,C
2001,8,6,81,C
2001,8,7,77,C
2001,8,8,77,C
2001,8,9,81,#
2001,8,10,84,C
2001,8,11,83,C
2001,8,12,82,C
2001,8,13,75,C
2001,8,14,79,C
2001,8,15,79,C
2001,8,16,77,C
2001,8,17,76,C
2001,8,18,71,C
2001,8,19,76,C
2001,8,20,71,C
2001,8,21,75,C
2001,8,22,75,C
2001,8,23,75,C
2001,8,24,77,C
2001,8,25,76,C
2001,8,26,73,C
2001,8,27,78,C
2001,8,28,85,C
2001,8,29,92,C
2001,8,30,95,C
2001,8,31,84,C
2001,9,1,92,C
2001,9,2,93,C
2001,9,3,92,C
2001,9,4,85,C
2001,9,5,92,#
2001,9,6,85,C
2001,9,7,90,C
2001,9,8,83,C
2001,9,9,81,C
2001,9,10,80,C
2001,9,11,79,C
2001,9,12,76,C
2001,9,13,79,#
2001,9,14,81,C
2001,9,15,67,C
2001,9,16,57,C
2001,9,17,68,C
2001,9,18,75,C
2001,9,19,66,C
2001,9,20,73,C
2001,9,21,85,C
2001,9,22,71,C
2001,9,23,61,C
2001,9,24,53,C
2001,9,25,49,C
2001,9,26,54,C
2001,9,27,52,C
2001,9,28,55,C
2001,9,29,56,C
2001,9,30,56,C
2001,10,1,63,C
2001,10,2,73,C
2001,10,3,74,C
2001,10,4,77,C
2001,10,5,73,C
2001,10,6,74,C
2001,10,7,79,C
2001,10,8,78,C
2001,10,9,66,C
2001,10,10,66,C
2001,10,11,70,C
2001,10,12,69,C
2001,10,13,69,C
2001,10,14,68,C
2001,10,15,74,C
2001,10,16,57,C
2001,10,17,54,C
2001,10,18,71,C
2001,10,19,69,C
2001,10,20,66,C
2001,10,21,71,C
2001,10,22,68,#
2001,10,23,72,C
2001,10,24,72,C
2001,10,25,72,C
2001,10,26,77,C
2001,10,27,78,C
2001,10,28,66,C
2001,10,29,69,#
2001,10,30,76,#
2001,10,31,72,C
2001,11,1,74,C
2001,11,2,79,C
2001,11,3,80,C
2001,11,4,79,C
2001,11,5,67,C
2001,11,6,56,C
2001,11,7,62,C
2001,11,8,63,C
2001,11,9,46,C
2001,11,10,45,C
2001,11,11,45,C
2001,11,12,51,C
2001,11,13,60,C
2001,11,14,46,C
2001,11,15,35,C
2001,11,16,34,C
2001,11,17,39,C
2001,11,18,48,C
2001,11,19,37,C
2001,11,20,39,C
2001,11,21,46,C
2001,11,22,54,C
2001,11,23,60,C
2001,11,24,63,C
2001,11,25,59,C
2001,11,26,52,C
2001,11,27,64,C
2001,11,28,79,C
2001,11,29,87,C
2001,11,30,81,C
2001,12,1,80,C
2001,12,2,75,C
2001,12,3,78,C
2001,12,4,66,C
2001,12,5,74,C
2001,12,6,69,C
2001,12,7,66,C
2001,12,8,77,C
2001,12,9,80,C
2001,12,10,77,C
2001,12,11,79,#
2001,12,12,79,#
2001,12,13,67,C
2001,12,14,61,C
2001,12,15,66,C
2001,12,16,74,C
2001,12,17,79,C
2001,12,18,86,C
2001,12,19,74,C
2001,12,20,72,C
2001,12,21,51,C
2001,12,22,28,C
2001,12,23,29,C
2001,12,24,44,C
2001,12,25,57,C
2001,12,26,61,C
2001,12,27,62,C
2001,12,28,40,C
2001,12,29,42,C
2001,12,30,53,C
2001,12,31,60,C
2002,1,1,56,#
2002,1,2,37,C
2002,1,3,45,C
2002,1,4,60,C
2002,1,5,47,C
2002,1,6,67,C
2002,1,7,62,C
2002,1,8,56,C
2002,1,9,69,C
2002,1,10,76,C
2002,1,11,77,C
2002,1,12,79,C
2002,1,13,73,C
2002,1,14,80,C
2002,1,15,91,C
2002,1,16,85,C
2002,1,17,84,C
2002,1,18,88,C
2002,1,19,84,C
2002,1,20,75,C
2002,1,21,46,C
2002,1,22,47,C
2002,1,23,55,C
2002,1,24,71,C
2002,1,25,84,C
2002,1,26,79,C
2002,1,27,87,C
2002,1,28,78,C
2002,1,29,68,C
2002,1,30,65,C
2002,1,31,69,C
2002,2,1,68,C
2002,2,2,72,C
2002,2,3,65,C
2002,2,4,69,C
2002,2,5,81,C
2002,2,6,79,C
2002,2,7,76,C
2002,2,8,78,C
2002,2,9,79,C
2002,2,10,68,C
2002,2,11,60,C
2002,2,12,61,C
2002,2,13,71,C
2002,2,14,69,C
2002,2,15,74,C
2002,2,16,69,C
2002,2,17,65,C
2002,2,18,72,C
2002,2,19,66,C
2002,2,20,70,C
2002,2,21,65,C
2002,2,22,74,C
2002,2,23,82,C
2002,2,24,75,C
2002,2,25,75,C
2002,2,26,77,C
2002,2,27,80,C
2002,2,28,78,C
2002,3,1,81,C
2002,3,2,77,C
2002,3,3,81,C
2002,3,4,75,C
2002,3,5,67,C
2002,3,6,35,C
2002,3,7,40,C
2002,3,8,53,C
2002,3,9,60,C
2002,3,10,73,C
2002,3,11,72,C
2002,3,12,79,C
2002,3,13,84,C
2002,3,14,83,C
2002,3,15,81,C
2002,3,16,89,C
2002,3,17,82,C
2002,3,18,68,C
2002,3,19,60,C
2002,3,20,77,C
2002,3,21,72,C
2002,3,22,82,C
2002,3,23,92,C
2002,3,24,94,C
2002,3,25,86,C
2002,3,26,87,C
2002,3,27,89,C
2002,3,28,93,C
2002,3,29,88,C
2002,3,30,91,C
2002,3,31,86,C
2002,4,1,77,C
2002,4,2,81,C
2002,4,3,82,C
2002,4,4,80,C
2002,4,5,78,C
2002,4,6,79,C
2002,4,7,75,C
2002,4,8,75,C
2002,4,9,81,C
2002,4,10,90,C
2002,4,11,75,C
2002,4,12,69,C
2002,4,13,67,C
2002,4,14,82,C
2002,4,15,83,C
2002,4,16,82,C
2002,4,17,81,C
2002,4,18,85,C
2002,4,19,82,C
2002,4,20,80,C
2002,4,21,77,C
2002,4,22,79,C
2002,4,23,78,C
2002,4,24,78,C
2002,4,25,82,C
2002,4,26,83,C
2002,4,27,81,C
2002,4,28,81,C
2002,4,29,82,C
2002,4,30,80,C
2002,5,1,78,C
2002,5,2,78,C
2002,5,3,76,C
2002,5,4,76,C
2002,5,5,76,C
2002,5,6,79,C
2002,5,7,74,C
2002,5,8,73,C
2002,5,9,89,C
2002,5,10,84,C
2002,5,11,78,C
2002,5,12,87,C
2002,5,13,86,C
2002,5,14,82,C
2002,5,15,78,C
2002,5,16,84,C
2002,5,17,87,C
2002,5,18,88,C
2002,5,19,92,C
2002,5,20,90,C
2002,5,21,80,C
2002,5,22,82,C
2002,5,23,77,C
2002,5,24,71,C
2002,5,25,64,C
2002,5,26,57,C
2002,5,27,69,C
2002,5,28,73,C
2002,5,29,75,C
2002,5,30,80,C
2002,5,31,75,C
2002,6,1,82,C
2002,6,2,86,C
2002,6,3,78,C
2002,6,4,76,C
2002,6,5,82,C
2002,6,6,80,C
2002,6,7,73,C
2002,6,8,77,C
2002,6,9,88,C
2002,6,10,84,C
2002,6,11,88,C
2002,6,12,84,C
2002,6,13,77,C
2002,6,14,73,C
2002,6,15,75,C
2002,6,16,79,C
2002,6,17,77,C
2002,6,18,77,C
2002,6,19,79,C
2002,6,20,83,C
2002,6,21,80,C
2002,6,22,81,C
2002,6,23,84,C
2002,6,24,74,C
2002,6,25,75,C
2002,6,26,74,C
2002,6,27,73,C
2002,6,28,73,C
2002,6,29,76,C
2002,6,30,76,C
2002,7,1,78,C
2002,7,2,81,C
2002,7,3,79,C
2002,7,4,77,C
2002,7,5,77,C
2002,7,6,84,C
2002,7,7,81,C
2002,7,8,74,C
2002,7,9,72,C
2002,7,10,72,C
2002,7,11,75,C
2002,7,12,74,C
2002,7,13,74,C
2002,7,14,76,C
2002,7,15,75,C
2002,7,16,85,C
2002,7,17,83,C
2002,7,18,80,C
2002,7,19,80,C
2002,7,20,82,C
2002,7,21,82,C
2002,7,22,84,C
2002,7,23,82,C
2002,7,24,80,C
2002,7,25,80,C
2002,7,26,86,C
2002,7,27,91,C
2002,7,28,90,C
2002,7,29,91,C
2002,7,30,91,C
2002,7,31,89,C
2002,8,1,77,C
2002,8,2,78,C
2002,8,3,81,C
2002,8,4,79,C
2002,8,5,83,C
2002,8,6,86,C
2002,8,7,82,C
2002,8,8,81,C
2002,8,9,92,C
2002,8,10,91,C
2002,8,11,85,C
2002,8,12,81,C
2002,8,13,78,C
2002,8,14,76,C
2002,8,15,73,C
2002,8,16,73,C
2002,8,17,75,C
2002,8,18,86,C
2002,8,19,87,C
2002,8,20,89,C
2002,8,21,86,C
2002,8,22,77,C
2002,8,23,75,C
2002,8,24,75,C
2002,8,25,75,C
2002,8,26,79,C
2002,8,27,78,C
2002,8,28,73,C
2002,8,29,69,C
2002,8,30,76,C
2002,8,31,78,C
2002,9,1,75,C
2002,9,2,73,C
2002,9,3,78,C
2002,9,4,69,C
2002,9,5,66,C
2002,9,6,63,C
2002,9,7,45,C
2002,9,8,55,C
2002,9,9,68,C
2002,9,10,76,C
2002,9,11,83,C
2002,9,12,84,C
2002,9,13,89,C
2002,9,14,91,C
2002,9,15,95,C
2002,9,16,93,C
2002,9,17,93,C
2002,9,18,77,C
2002,9,19,73,C
2002,9,20,74,C
2002,9,21,77,C
2002,9,22,83,C
2002,9,23,72,C
2002,9,24,77,C
2002,9,25,87,C
2002,9,26,85,C
2002,9,27,83,C
2002,9,28,83,C
2002,9,29,82,C
2002,9,30,75,C
2002,10,1,82,C
2002,10,2,73,C
2002,10,3,74,C
2002,10,4,79,C
2002,10,5,79,C
2002,10,6,59,C
2002,10,7,37,C
2002,10,8,36,C
2002,10,9,43,C
2002,10,10,58,C
2002,10,11,69,C
2002,10,12,73,C
2002,10,13,78,C
2002,10,14,73,C
2002,10,15,77,C
2002,10,16,79,C
2002,10,17,83,C
2002,10,18,86,C
2002,10,19,81,C
2002,10,20,78,C
2002,10,21,86,C
2002,10,22,82,C
2002,10,23,81,C
2002,10,24,72,C
2002,10,25,73,C
2002,10,26,74,C
2002,10,27,75,C
2002,10,28,81,C
2002,10,29,86,C
2002,10,30,94,C
2002,10,31,85,C
2002,11,1,65,C
2002,11,2,62,C
2002,11,3,40,C
2002,11,4,32,C
2002,11,5,53,C
2002,11,6,60,C
2002,11,7,59,C
2002,11,8,50,C
2002,11,9,69,C
2002,11,10,69,C
2002,11,11,80,C
2002,11,12,76,C
2002,11,13,75,C
2002,11,14,79,C
2002,11,15,82,C
2002,11,16,78,C
2002,11,17,66,C
2002,11,18,62,C
2002,11,19,77,C
2002,11,20,70,C
2002,11,21,64,C
2002,11,22,66,C
2002,11,23,68,C
2002,11,24,59,C
2002,11,25,54,C
2002,11,26,46,C
2002,11,27,57,C
2002,11,28,86,C
2002,11,29,83,C
